rd,x,z,anchor,pkt_idx,theta1_true,theta2_true,rss_db_1,fp_db_1,quality_1,f1_1,f2_1,f3_1,N1,rss_db_2,fp_db_2,quality_2,f1_2,f2_2,f3_2,N2
4.5,-0.225,-5.625,2,6,0.400240657,-0.333244301,-66.41,-76.98,215.45,4500,4309,2715,239,-96.53,-96.71,67.06,549,1073,1091,228
4.5,-0.225,-5.625,2,7,0.400240657,-0.333244301,-66.15,-74.18,221.65,4431,4433,4032,238,-98.11,-97.99,60.13,581,962,871,231
4.5,-0.225,-5.625,2,8,0.400240657,-0.333244301,-66.98,-77.17,212.9,4500,4258,2536,237,-99.6,-98.48,55.38,637,886,710,224
4.5,-0.225,-5.625,2,9,0.400240657,-0.333244301,-66.54,-78.95,200.65,4027,4013,2161,229,-96.48,-96.13,79.94,905,1279,818,232
4.5,-0.225,-5.625,2,10,0.400240657,-0.333244301,-67.03,-78.32,244.94,4334,3919,2119,229,-98.22,-97.91,65.5,743,1048,678,234
4.5,-0.225,-5.625,2,11,0.400240657,-0.333244301,-66.89,-77.8,257,4007,4112,2729,230,-98.44,-98.36,55.63,462,890,930,232
4.5,-0.225,-5.625,2,12,0.400240657,-0.333244301,-66.84,-77.18,213.8,4434,4276,2541,236,-98.5,-97.88,60.94,621,975,794,225
4.5,-0.225,-5.625,2,13,0.400240657,-0.333244301,-67,-77.21,211.85,4570,4237,2568,239,-98.89,-98.79,70.67,556,848,761,226
4.5,-0.225,-5.625,2,14,0.400240657,-0.333244301,-66.05,-73.75,223.5,4474,4470,4265,240,-98.06,-97.98,76.92,475,923,890,222
4.5,-0.225,-5.625,2,15,0.400240657,-0.333244301,-67.91,-79,229.81,4153,3677,2661,232,-98.8,-98.5,61.31,650,981,666,233
4.5,-0.225,-5.625,2,16,0.400240657,-0.333244301,-66.39,-76.16,274.06,4497,4385,3001,238,-98.95,-98.38,60.38,753,966,667,237
4.5,-0.225,-5.625,2,17,0.400240657,-0.333244301,-66.17,-75.6,281.44,4596,4503,3269,242,-98.14,-97.97,56.56,475,905,928,224
4.5,-0.225,-5.625,2,18,0.400240657,-0.333244301,-66.81,-77.33,270.56,4517,4329,2359,238,-97.86,-97.81,89.25,710,1071,686,232
4.5,-0.225,-5.625,2,19,0.400240657,-0.333244301,-66.84,-75.05,195.85,4137,3917,3945,228,-98.85,-98.3,56.13,834,898,530,225
4.5,-0.225,-5.625,2,20,0.400240657,-0.333244301,-66.87,-74.55,230.2,4123,4604,4220,242,-98.73,-98.16,81.83,681,982,718,231
4.5,-0.225,-5.625,2,21,0.400240657,-0.333244301,-66.89,-74.97,217.85,4163,4357,4143,240,-98.7,-98.3,61.81,743,989,696,239
4.5,-0.225,-5.625,2,22,0.400240657,-0.333244301,-67.02,-76.69,209.1,4262,4182,2824,230,-98.1,-97.9,59.75,487,956,878,223
4.5,-0.225,-5.625,2,23,0.400240657,-0.333244301,-66.83,-74.25,282.44,4502,4519,4001,241,-98.58,-98.57,70.92,840,851,524,227
4.5,-0.225,-5.625,2,24,0.400240657,-0.333244301,-66.16,-77.26,267.88,4536,4286,2590,240,-98.59,-98.36,77,636,924,823,236
4.5,-0.225,-5.625,2,25,0.400240657,-0.333244301,-66.24,-75.9,211.9,4353,4238,3094,231,-97.9,-97.8,84.67,851,1016,623,233
4.5,-0.225,-5.625,2,26,0.400240657,-0.333244301,-67.13,-76.63,208.15,4396,4163,2884,233,-99.3,-98.33,60.69,653,971,659,227
4.5,-0.225,-5.625,2,27,0.400240657,-0.333244301,-67.06,-74.16,214.05,4209,4281,3873,228,-97.92,-97.71,64.56,682,1033,726,226
4.5,-0.225,-5.625,2,28,0.400240657,-0.333244301,-67.58,-77.96,202.7,4511,4054,2862,244,-98.26,-97.87,83.42,551,1001,917,235
4.5,-0.225,-5.625,2,29,0.400240657,-0.333244301,-66.81,-76.2,275.5,4429,4408,3179,240,-98.41,-98.08,57.25,429,916,977,231
4.5,-0.225,-5.625,2,30,0.400240657,-0.333244301,-66.6,-77.88,172.13,3890,4131,2887,231,-99.22,-98.26,59.81,598,957,726,225
4.5,-0.225,-5.175,2,1,0.429762279,-0.35877067,-66.3,-76.6,262.94,4232,4207,2879,230,-96.86,-96.65,69.31,766,1109,967,231
4.5,-0.225,-5.175,2,2,0.429762279,-0.35877067,-67.22,-78.24,200.95,4521,4019,2608,242,-97.67,-97.36,66.06,547,1057,916,227
4.5,-0.225,-5.175,2,3,0.429762279,-0.35877067,-65.63,-76.55,222.55,4639,4451,2724,242,-98.61,-97.85,84.25,782,1011,630,228
4.5,-0.225,-5.175,2,4,0.429762279,-0.35877067,-66.02,-73.76,220.25,4416,4405,4107,235,-98.73,-98.04,62.31,668,997,634,222
4.5,-0.225,-5.175,2,5,0.429762279,-0.35877067,-66.3,-74.76,273.44,4308,4375,3547,231,-98.26,-97.63,63.63,557,1018,790,219
4.5,-0.225,-5.175,2,6,0.429762279,-0.35877067,-66.34,-77.45,216.7,4357,4334,2701,240,-98.22,-97.72,63.44,445,1015,910,226
4.5,-0.225,-5.175,2,7,0.429762279,-0.35877067,-66.15,-75.91,226,4658,4520,2972,242,-98.03,-97.42,89.17,697,1070,796,229
4.5,-0.225,-5.175,2,8,0.429762279,-0.35877067,-67.18,-77.73,246.38,4367,3942,2657,233,-97.67,-97.46,83.58,460,1003,994,227
4.5,-0.225,-5.175,2,9,0.429762279,-0.35877067,-65.99,-74,221.25,4441,4425,4000,236,-98.77,-98.6,67,350,804,1001,232
4.5,-0.225,-5.175,2,10,0.429762279,-0.35877067,-66.59,-78.49,209.7,4009,4194,2694,237,-98.92,-98.27,82.33,505,988,773,227
4.5,-0.225,-5.175,2,11,0.429762279,-0.35877067,-66.62,-75.19,228.75,4031,4575,4155,244,-99.07,-98.42,76.83,488,922,765,221
4.5,-0.225,-5.175,2,12,0.429762279,-0.35877067,-66.23,-73.98,188.83,4310,4532,4092,237,-97.99,-97.67,78.75,407,945,1028,228
4.5,-0.225,-5.175,2,13,0.429762279,-0.35877067,-66.33,-74.71,204.3,4062,4086,3939,227,-98.55,-98.39,60.31,456,965,875,235
4.5,-0.225,-5.175,2,14,0.429762279,-0.35877067,-66.94,-75.76,196.2,4295,3924,3504,229,-98.14,-97.49,66.62,779,1066,736,232
4.5,-0.225,-5.175,2,15,0.429762279,-0.35877067,-66.29,-76.97,207.4,4517,4148,2798,237,-98.96,-98.39,76.67,658,920,718,228
4.5,-0.225,-5.175,2,16,0.429762279,-0.35877067,-67.35,-78.24,192.05,4336,3841,2778,236,-97.94,-97.69,66.37,459,1062,940,234
4.5,-0.225,-5.175,2,17,0.429762279,-0.35877067,-66.59,-77.69,200.75,4347,4015,2314,229,-98.65,-98.47,58.19,398,931,866,229
4.5,-0.225,-5.175,2,18,0.429762279,-0.35877067,-66.74,-77.23,209.95,4382,4199,2509,233,-98.96,-98.1,58.75,488,940,893,228
4.5,-0.225,-5.175,2,19,0.429762279,-0.35877067,-66.79,-77.52,216.5,4464,4330,2559,241,-96.38,-96.26,72.5,559,1160,1082,224
4.5,-0.225,-5.175,2,20,0.429762279,-0.35877067,-66.56,-78.15,180.75,4256,4338,2662,243,-98.4,-97.43,69.62,648,1114,895,239
4.5,-0.225,-5.175,2,21,0.429762279,-0.35877067,-66.85,-75.67,217.35,3822,4347,3866,234,-98.29,-97.89,62.88,413,1006,986,236
4.5,-0.225,-5.175,2,22,0.429762279,-0.35877067,-66.49,-77.46,263.94,4555,4223,2466,239,-98.54,-97.81,83,801,996,619,226
4.5,-0.225,-5.175,2,23,0.429762279,-0.35877067,-66.92,-76.06,260.94,4379,4175,3125,232,-96.64,-96.32,74.31,639,1189,1069,231
4.5,-0.225,-5.175,2,24,0.429762279,-0.35877067,-66.46,-75.09,284.88,4397,4558,3657,241,-98.05,-97.85,63.5,852,1016,663,237
4.5,-0.225,-5.175,2,25,0.429762279,-0.35877067,-66.71,-75.53,142.5,4485,3990,3763,237,-98.67,-98.03,60.25,909,964,607,238
4.5,-0.225,-5.175,2,26,0.429762279,-0.35877067,-66.89,-74.76,228.05,4175,4561,4117,242,-98.44,-97.61,69.12,699,1106,818,240
4.5,-0.225,-5.175,2,27,0.429762279,-0.35877067,-65.86,-77.32,259.63,4305,4154,2373,229,-96.79,-96.41,71.37,1044,1142,781,235
4.5,-0.225,-5.175,2,28,0.429762279,-0.35877067,-66.46,-75.16,215.45,4300,4309,3316,229,-98.25,-97.6,61.56,483,985,965,227
4.5,-0.225,-5.175,2,29,0.429762279,-0.35877067,-66.29,-76.08,275.44,4393,4407,3163,238,-96.57,-96.05,77.5,902,1240,868,229
4.5,-0.225,-5.175,2,30,0.429762279,-0.35877067,-66.56,-74.88,269.44,4292,4311,4208,242,-98.18,-97.94,80.33,420,964,912,225
4.5,-0.225,-4.725,2,1,0.463647609,-0.388318718,-65.84,-75.4,214.65,4064,4293,3452,228,-96.41,-96.34,75,486,1200,1119,230
4.5,-0.225,-4.725,2,2,0.463647609,-0.388318718,-65.63,-75.91,212.2,4446,4244,3009,232,-97.22,-97.18,71.06,703,1137,928,241
4.5,-0.225,-4.725,2,3,0.463647609,-0.388318718,-65.82,-73.93,225,4454,4500,4172,240,-97.26,-96.8,72.37,709,1158,796,223
4.5,-0.225,-4.725,2,4,0.463647609,-0.388318718,-65.98,-75.27,180.88,4645,4341,3705,244,-96.25,-96.19,80.37,864,1286,890,236
4.5,-0.225,-4.725,2,5,0.463647609,-0.388318718,-66.31,-76.12,213.8,3977,4276,3698,236,-97.08,-96.66,77.31,652,1237,967,237
4.5,-0.225,-4.725,2,6,0.463647609,-0.388318718,-66.45,-76.54,215.15,4015,4303,3258,233,-96.1,-96.29,71.87,450,1150,1219,232
4.5,-0.225,-4.725,2,7,0.463647609,-0.388318718,-66.3,-75.58,202.35,4113,4047,3824,232,-95.43,-95.41,86.12,801,1378,1072,232
4.5,-0.225,-4.725,2,8,0.463647609,-0.388318718,-66,-76.06,216.15,4405,4323,3076,235,-96.44,-96.46,100.17,455,1202,1159,236
4.5,-0.225,-4.725,2,9,0.463647609,-0.388318718,-65.76,-76.2,212.95,4285,4259,2935,230,-95.8,-95.74,78.25,527,1252,1158,224
4.5,-0.225,-4.725,2,10,0.463647609,-0.388318718,-65.77,-74.65,219.65,3968,4393,4170,235,-97.08,-97.05,69.44,408,1111,1113,237
4.5,-0.225,-4.725,2,11,0.463647609,-0.388318718,-66.26,-80.48,177.4,4191,3548,1929,231,-96.32,-96.27,82.31,774,1317,923,238
4.5,-0.225,-4.725,2,12,0.463647609,-0.388318718,-66.7,-79.33,226.56,4182,3625,2323,229,-95.28,-95.21,84.25,976,1348,1107,236
4.5,-0.225,-4.725,2,13,0.463647609,-0.388318718,-66.5,-74.94,261.81,4290,4189,3586,229,-96.79,-96.39,79.69,774,1275,893,235
4.5,-0.225,-4.725,2,14,0.463647609,-0.388318718,-66.18,-75.74,200.3,4441,4006,3869,240,-96.63,-96.55,70.81,614,1133,1004,225
4.5,-0.225,-4.725,2,15,0.463647609,-0.388318718,-66,-77.1,216.6,4211,4332,2984,238,-96.74,-96.56,100.58,794,1207,806,228
4.5,-0.225,-4.725,2,16,0.463647609,-0.388318718,-65.7,-74.16,233.9,4341,4678,4156,243,-97.39,-97.11,90.67,533,1088,1023,233
4.5,-0.225,-4.725,2,17,0.463647609,-0.388318718,-66.24,-76.29,218.15,4108,4363,3302,235,-96.89,-96.53,99.83,843,1198,749,226
4.5,-0.225,-4.725,2,18,0.463647609,-0.388318718,-66.94,-78.47,190.3,4254,3806,2837,236,-97.08,-96.67,74.06,905,1185,716,231
4.5,-0.225,-4.725,2,19,0.463647609,-0.388318718,-66.59,-79.76,200.85,4035,4017,2516,241,-97.49,-97.75,50.63,365,810,1144,229
4.5,-0.225,-4.725,2,20,0.463647609,-0.388318718,-65.95,-73.82,273.25,4364,4372,3819,229,-97.43,-97.65,62.06,328,993,1070,234
4.5,-0.225,-4.725,2,21,0.463647609,-0.388318718,-65.93,-76.48,262.69,4341,4203,2782,230,-96.98,-96.83,99.08,479,1189,1096,240
4.5,-0.225,-4.725,2,22,0.463647609,-0.388318718,-65.15,-75.58,219.3,4502,4386,3107,235,-97.12,-96.86,69.19,519,1107,1071,232
4.5,-0.225,-4.725,2,23,0.463647609,-0.388318718,-66.1,-75.41,204.95,4183,4099,3877,234,-96.97,-96.64,99.17,634,1190,930,228
4.5,-0.225,-4.725,2,24,0.463647609,-0.388318718,-65.33,-76.74,213.55,4428,4271,2672,234,-96.97,-96.63,73.31,905,1173,703,228
4.5,-0.225,-4.725,2,25,0.463647609,-0.388318718,-66.2,-73.96,216.7,4337,4334,3823,229,-97.24,-97.32,67,422,1072,995,229
4.5,-0.225,-4.725,2,26,0.463647609,-0.388318718,-65.79,-76.54,222.25,4532,4445,2845,241,-96.81,-96.54,74,664,1184,901,224
4.5,-0.225,-4.725,2,27,0.463647609,-0.388318718,-65.98,-74.59,188.17,4580,4516,3803,242,-96.89,-96.61,102.58,816,1231,785,232
4.5,-0.225,-4.725,2,28,0.463647609,-0.388318718,-66.13,-77.4,169.63,4498,4071,2703,237,-96.61,-96.61,71.81,506,1149,1083,230
4.5,-0.225,-4.725,2,29,0.463647609,-0.388318718,-65.57,-76.71,208.65,4231,4173,2668,227,-97.23,-96.74,73.19,749,1171,923,235
4.5,-0.225,-4.725,2,30,0.463647609,-0.388318718,-66.07,-75.46,224.2,3984,4484,3965,240,-97.04,-96.97,68.5,948,1096,659,230
4.5,-0.225,-4.275,2,1,0.502843211,-0.422853926,-64.97,-76.67,180.67,4409,4336,2717,235,-95.89,-95.57,82.69,1061,1323,804,231
4.5,-0.225,-4.275,2,2,0.502843211,-0.422853926,-65.55,-75.9,179.21,4355,4301,3066,232,-96.32,-95.88,79.5,1081,1272,745,233
4.5,-0.225,-4.275,2,3,0.502843211,-0.422853926,-65.32,-75.68,215.1,4574,4302,3394,240,-95.89,-96.15,100.67,570,1208,1142,231
4.5,-0.225,-4.275,2,4,0.502843211,-0.422853926,-64.94,-74.05,276.13,3953,4418,4201,231,-96.57,-96.28,77.81,650,1245,985,229
4.5,-0.225,-4.275,2,5,0.502843211,-0.422853926,-64.56,-75.1,182.83,4379,4388,3334,232,-95.5,-95.54,85.5,543,1368,1266,238
4.5,-0.225,-4.275,2,6,0.502843211,-0.422853926,-65.71,-74.33,215.05,4196,4301,3729,227,-93.85,-93.73,83.8,1044,1676,1277,234
4.5,-0.225,-4.275,2,7,0.502843211,-0.422853926,-65.59,-75.63,187.58,4564,4502,3297,242,-96.14,-95.75,84,903,1344,906,233
4.5,-0.225,-4.275,2,8,0.502843211,-0.422853926,-65.22,-75.43,218.6,4398,4372,3285,234,-94.27,-94.38,92.19,533,1475,1462,230
4.5,-0.225,-4.275,2,9,0.502843211,-0.422853926,-64.95,-76.06,212.2,4431,4244,2955,232,-95.57,-95.72,73.75,361,1180,1329,227
4.5,-0.225,-4.275,2,10,0.502843211,-0.422853926,-65.38,-76.97,217.2,4420,4344,2652,237,-95.67,-95.37,88,871,1408,1024,234
4.5,-0.225,-4.275,2,11,0.502843211,-0.422853926,-65.7,-74.02,229.7,4509,4594,4078,242,-96.21,-96.27,74.06,661,1185,1004,225
4.5,-0.225,-4.275,2,12,0.502843211,-0.422853926,-65.31,-76.68,265.75,4549,4252,2824,238,-96.57,-96.27,97.42,461,1169,1169,229
4.5,-0.225,-4.275,2,13,0.502843211,-0.422853926,-65.29,-76.03,218.85,4471,4377,2987,236,-95.74,-95.59,115.92,933,1391,925,236
4.5,-0.225,-4.275,2,14,0.502843211,-0.422853926,-64.28,-75.71,222.75,4545,4455,3082,238,-96.67,-96.07,101.25,1126,1215,753,237
4.5,-0.225,-4.275,2,15,0.502843211,-0.422853926,-65.86,-76.72,208.9,3928,4178,3206,229,-95.36,-95.15,89.12,773,1426,1105,230
4.5,-0.225,-4.275,2,16,0.502843211,-0.422853926,-65.13,-74.72,216.9,4349,4338,3563,231,-94.27,-94.03,78.1,1299,1562,926,230
4.5,-0.225,-4.275,2,17,0.502843211,-0.422853926,-65.91,-78.43,208.7,3992,4174,2903,239,-95.83,-95.57,85.69,725,1371,1101,234
4.5,-0.225,-4.275,2,18,0.502843211,-0.422853926,-64.95,-74.91,226,4714,4520,3526,243,-96.06,-95.63,108.5,1041,1302,743,226
4.5,-0.225,-4.275,2,19,0.502843211,-0.422853926,-65.22,-78.35,208.75,4121,4175,2419,234,-95.62,-95.3,117.25,1099,1407,874,237
4.5,-0.225,-4.275,2,20,0.502843211,-0.422853926,-65.97,-77.24,195.55,4371,3911,3135,236,-95.39,-95.19,90.31,1059,1445,952,239
4.5,-0.225,-4.275,2,21,0.502843211,-0.422853926,-65.16,-76.48,159.79,4567,4474,2850,242,-95.94,-95.58,88.62,722,1418,1082,237
4.5,-0.225,-4.275,2,22,0.502843211,-0.422853926,-65.21,-76.64,216.3,4431,4326,2710,235,-95.47,-95.62,84.69,511,1355,1255,237
4.5,-0.225,-4.275,2,23,0.502843211,-0.422853926,-65.53,-78.96,208.25,4061,4165,2536,239,-95.57,-95.46,83.69,822,1339,1010,227
4.5,-0.225,-4.275,2,24,0.502843211,-0.422853926,-64.67,-76.08,271.13,4499,4338,3043,237,-96.14,-95.86,79.87,488,1278,1218,233
4.5,-0.225,-4.275,2,25,0.502843211,-0.422853926,-64.72,-73.47,220.25,4352,4405,4018,230,-95.72,-95.53,84.44,524,1351,1209,231
4.5,-0.225,-4.275,2,26,0.502843211,-0.422853926,-65.59,-74.89,263.69,3814,4219,4024,228,-94.53,-94.21,94.56,1215,1513,943,227
4.5,-0.225,-4.275,2,27,0.502843211,-0.422853926,-65.79,-75.58,198.75,4183,3975,3826,232,-96.29,-96.1,77.75,921,1244,866,232
4.5,-0.225,-4.275,2,28,0.502843211,-0.422853926,-66.41,-78.31,158.54,4208,3805,2923,235,-96.29,-95.95,80.12,630,1282,1038,227
4.5,-0.225,-4.275,2,29,0.502843211,-0.422853926,-65.52,-79.46,204.85,3956,4097,2476,238,-94.38,-94.08,80.55,1035,1611,1176,233
4.5,-0.225,-4.275,2,30,0.502843211,-0.422853926,-66.08,-78.97,198.45,3891,3969,2649,232,-96.21,-95.68,83.87,734,1342,1032,230
4.5,-0.225,-3.825,2,1,0.548549402,-0.463647609,-64.78,-75.18,213.85,4611,4277,3748,242,-94.41,-94.54,95.5,1246,1528,906,237
4.5,-0.225,-3.825,2,2,0.548549402,-0.463647609,-64.37,-74.86,223,4673,4460,3555,241,-93.85,-93.98,101.56,949,1625,1244,231
4.5,-0.225,-3.825,2,3,0.548549402,-0.463647609,-64.83,-74.62,228.65,4180,4573,4164,242,-94.68,-94.89,117.92,911,1415,1136,231
4.5,-0.225,-3.825,2,4,0.548549402,-0.463647609,-65.14,-78.05,198.55,4093,3971,2932,234,-94.11,-94.74,79.69,508,1275,1483,226
4.5,-0.225,-3.825,2,5,0.548549402,-0.463647609,-64.97,-77.7,170.88,4344,4101,3119,243,-94.2,-94.42,93.31,940,1493,1118,225
4.5,-0.225,-3.825,2,6,0.548549402,-0.463647609,-64.74,-74.76,188.75,4660,4530,3599,242,-94.29,-94.48,129.58,726,1555,1396,240
4.5,-0.225,-3.825,2,7,0.548549402,-0.463647609,-64.34,-75.23,214.65,4265,4293,3222,227,-94.53,-95.12,103.58,438,1243,1429,227
4.5,-0.225,-3.825,2,8,0.548549402,-0.463647609,-65.3,-78.6,193.9,4296,3878,2850,240,-94.11,-94.43,122.67,659,1472,1422,232
4.5,-0.225,-3.825,2,9,0.548549402,-0.463647609,-64.73,-76.52,180.04,4079,4321,3221,234,-94.7,-94.82,119.58,1096,1435,904,228
4.5,-0.225,-3.825,2,10,0.548549402,-0.463647609,-65.02,-77.51,177.63,4350,4263,2435,235,-94.61,-95.02,84.12,509,1346,1363,229
4.5,-0.225,-3.825,2,11,0.548549402,-0.463647609,-64.65,-76.81,181.96,4370,4367,2716,236,-94.49,-94.82,121.25,864,1455,1070,226
4.5,-0.225,-3.825,2,12,0.548549402,-0.463647609,-64.64,-73.68,216.85,4457,4337,4114,234,-92.81,-93.28,99.44,649,1591,1677,227
4.5,-0.225,-3.825,2,13,0.548549402,-0.463647609,-64.26,-76.34,184.42,4648,4426,2736,240,-94.33,-94.58,129.83,703,1558,1334,238
4.5,-0.225,-3.825,2,14,0.548549402,-0.463647609,-65.36,-75.86,192.65,4342,3853,3702,233,-94.04,-94.23,107.12,889,1714,1240,242
4.5,-0.225,-3.825,2,15,0.548549402,-0.463647609,-65.02,-76.79,179.83,4589,4316,2878,242,-94,-94.62,84.06,510,1345,1573,235
4.5,-0.225,-3.825,2,16,0.548549402,-0.463647609,-64.76,-73.44,191.46,4594,4595,4269,242,-94.11,-94.2,100.62,826,1610,1264,232
4.5,-0.225,-3.825,2,17,0.548549402,-0.463647609,-65.05,-76.61,176.58,4570,4238,2988,240,-94.53,-94.64,125.08,974,1501,1008,227
4.5,-0.225,-3.825,2,18,0.548549402,-0.463647609,-64.25,-76.32,185.79,4664,4459,2810,242,-93.96,-94.45,92.62,646,1482,1438,234
4.5,-0.225,-3.825,2,19,0.548549402,-0.463647609,-64.6,-73.65,181.54,4416,4357,3914,230,-94.27,-94.26,98.56,774,1577,1280,230
4.5,-0.225,-3.825,2,20,0.548549402,-0.463647609,-64.67,-74.29,225.5,4224,4510,4003,236,-94.49,-95.1,102.17,434,1226,1437,226
4.5,-0.225,-3.825,2,21,0.548549402,-0.463647609,-64.65,-76.7,212.05,4058,4241,2959,229,-94.25,-94.58,119.08,604,1429,1312,223
4.5,-0.225,-3.825,2,22,0.548549402,-0.463647609,-64.32,-74.05,221.75,4448,4435,3717,232,-92.82,-93,114.31,1240,1829,1289,234
4.5,-0.225,-3.825,2,23,0.548549402,-0.463647609,-64.63,-75.18,216.8,4598,4336,3451,238,-94.43,-94.72,113.83,503,1366,1474,231
4.5,-0.225,-3.825,2,24,0.548549402,-0.463647609,-64.79,-76.12,210.1,4546,4202,2943,234,-94.29,-94.96,80.94,546,1295,1550,240
4.5,-0.225,-3.825,2,25,0.548549402,-0.463647609,-64.11,-76.27,227.8,4360,4556,3217,243,-92.7,-93.28,80.15,590,1603,1776,233
4.5,-0.225,-3.825,2,26,0.548549402,-0.463647609,-64.36,-75.1,186.08,4596,4466,3326,238,-94.42,-94.81,86.62,655,1386,1401,234
4.5,-0.225,-3.825,2,27,0.548549402,-0.463647609,-65.36,-77.18,149.71,4558,4192,2683,239,-94.5,-94.56,92.12,1246,1474,895,233
4.5,-0.225,-3.825,2,28,0.548549402,-0.463647609,-64.35,-74.96,188.21,4644,4517,3528,242,-94.14,-94.3,134.25,977,1611,1119,233
4.5,-0.225,-3.825,2,29,0.548549402,-0.463647609,-65.39,-76.1,192.1,4242,3842,3616,231,-94.24,-94.55,83.25,579,1332,1469,226
4.5,-0.225,-3.825,2,30,0.548549402,-0.463647609,-64.3,-75.52,224.2,4593,4484,3274,241,-94.3,-94.59,115.08,530,1381,1493,231
4.5,-0.225,-3.375,2,1,0.602287346,-0.51238946,-63.47,-74.56,184.58,4448,4430,3465,232,-92.89,-93.3,96.81,616,1549,1749,229
4.5,-0.225,-3.375,2,2,0.602287346,-0.51238946,-63.83,-76.26,214.6,4401,4292,2747,231,-91.71,-91.75,127.94,1636,2047,1304,232
4.5,-0.225,-3.375,2,3,0.602287346,-0.51238946,-64.29,-76.92,223.2,4613,4464,2518,242,-92.72,-93.08,111.69,872,1787,1672,240
4.5,-0.225,-3.375,2,4,0.602287346,-0.51238946,-63.7,-74.84,161.61,4544,4525,3587,240,-92.13,-92.52,93.8,997,1876,1709,236
4.5,-0.225,-3.375,2,5,0.602287346,-0.51238946,-64.92,-76.86,187.95,4240,3759,3145,227,-93.13,-93.43,102.81,1155,1645,1352,233
4.5,-0.225,-3.375,2,6,0.602287346,-0.51238946,-64.35,-76.74,180.04,4515,4321,2517,235,-93.24,-93.5,96.06,1541,1537,968,231
4.5,-0.225,-3.375,2,7,0.602287346,-0.51238946,-63.9,-76.87,218.1,4624,4362,2624,241,-92.66,-92.91,153.67,1127,1844,1415,234
4.5,-0.225,-3.375,2,8,0.602287346,-0.51238946,-64.06,-73.71,217.25,4358,4345,3787,227,-93.16,-93.41,109.37,1093,1750,1432,241
4.5,-0.225,-3.375,2,9,0.602287346,-0.51238946,-64.39,-80,150.83,4204,3620,2130,232,-93.05,-93.48,98,596,1568,1700,231
4.5,-0.225,-3.375,2,10,0.602287346,-0.51238946,-65.05,-75.25,176.29,3883,4231,3952,231,-93.07,-93.32,140.67,712,1688,1567,229
4.5,-0.225,-3.375,2,11,0.602287346,-0.51238946,-64.05,-75.74,181.04,4545,4345,3082,236,-93.17,-93.65,124.92,742,1499,1684,234
4.5,-0.225,-3.375,2,12,0.602287346,-0.51238946,-63.85,-73.45,226.8,4570,4536,4060,237,-92.97,-93.3,108.44,771,1735,1528,231
4.5,-0.225,-3.375,2,13,0.602287346,-0.51238946,-64.49,-77.16,154.11,4479,4315,2405,236,-93.35,-93.43,108.25,1271,1732,1142,234
4.5,-0.225,-3.375,2,14,0.602287346,-0.51238946,-63.65,-74.96,188.21,4636,4517,3412,240,-93.56,-93.61,100.69,1423,1611,1097,237
4.5,-0.225,-3.375,2,15,0.602287346,-0.51238946,-64.66,-76.04,220.9,3994,4418,3769,240,-93.54,-93.88,99.87,646,1598,1538,234
4.5,-0.225,-3.375,2,16,0.602287346,-0.51238946,-64.71,-77.28,164.67,4014,3952,3128,229,-91.52,-92.16,90.1,617,1802,2125,237
4.5,-0.225,-3.375,2,17,0.602287346,-0.51238946,-64.28,-76.13,218.5,4031,4370,3577,237,-93.09,-93.22,149.42,1052,1793,1338,232
4.5,-0.225,-3.375,2,18,0.602287346,-0.51238946,-64.56,-76.97,182.04,4045,4369,3510,243,-93.04,-93.08,115.75,1418,1852,1148,240
4.5,-0.225,-3.375,2,19,0.602287346,-0.51238946,-64.05,-74.23,157.61,4505,4413,3768,235,-92.88,-92.91,113.94,1394,1823,1114,231
4.5,-0.225,-3.375,2,20,0.602287346,-0.51238946,-64.13,-75.01,214.15,4273,4283,3335,227,-93.35,-93.56,86,1298,1720,1162,239
4.5,-0.225,-3.375,2,21,0.602287346,-0.51238946,-63.76,-73.05,193.58,4675,4646,4259,241,-93.01,-93.27,108.5,1087,1736,1452,237
4.5,-0.225,-3.375,2,22,0.602287346,-0.51238946,-63.91,-75.01,180.79,4547,4339,3349,234,-91.59,-92.2,107.75,638,1724,2006,227
4.5,-0.225,-3.375,2,23,0.602287346,-0.51238946,-64.46,-77.29,176.33,4412,4232,2282,232,-93.56,-93.6,99.06,1330,1585,1084,229
4.5,-0.225,-3.375,2,24,0.602287346,-0.51238946,-64.79,-75.49,166.75,4542,4002,4031,243,-91.49,-91.67,101.5,1471,2030,1467,228
4.5,-0.225,-3.375,2,25,0.602287346,-0.51238946,-63.96,-74.61,187.13,4499,4491,3489,235,-92.87,-93.21,139.17,604,1670,1739,233
4.5,-0.225,-3.375,2,26,0.602287346,-0.51238946,-64.88,-77.5,199.4,4356,3988,3285,242,-92.99,-93.14,107.69,1203,1723,1240,227
4.5,-0.225,-3.375,2,27,0.602287346,-0.51238946,-63.84,-74.79,190.21,4430,4565,3642,239,-93.14,-93.1,113.19,1422,1811,1144,238
4.5,-0.225,-3.375,2,28,0.602287346,-0.51238946,-64.38,-78.12,206.6,4027,4132,2562,231,-93.25,-93.52,108.75,830,1740,1559,241
4.5,-0.225,-3.375,2,29,0.602287346,-0.51238946,-63.92,-76.01,173.96,4429,4175,2877,229,-92.88,-93.01,116.81,1232,1869,1316,238
4.5,-0.225,-3.375,2,30,0.602287346,-0.51238946,-63.93,-74.65,188.67,4441,4528,3621,237,-93.15,-93.42,101.62,596,1626,1667,231
